shortMA,mediumMA,netAsset
15,37,4873765.015080008
15,38,4643994.342815009
15,39,4542627.154435013
15,40,4416809.266115012
15,41,4231475.80348001
15,42,4290164.483800013
15,43,4359488.240885015
15,44,4272436.027500011
15,45,4149805.1034900118
15,46,4055254.8786100103
15,47,3915139.080635012
15,48,3831825.0769550065
15,49,3642115.1090750103
15,50,3474021.6512700114
15,51,3775133.54240501
15,52,3741623.7689150097
15,53,3981222.663960013
15,54,4090205.015045011
15,55,4248121.917460016
15,56,4323629.4064300135
15,57,4131043.876750014
15,58,4257762.150905005
15,59,4455523.56367501
15,60,4301938.804560012
15,61,4577789.121390012
15,62,4815278.487540011
15,63,4726783.545370016
15,64,5027766.144175012
15,65,5232775.144410016
15,66,5666708.323855012
15,67,5037729.534190014
15,68,5110381.0257900115
15,69,4908888.327420012
15,70,4848030.622950006
15,71,4857858.364970007
15,72,4142868.859740007
15,73,4301969.351275011
15,74,4039845.676030007
15,75,4445762.377700009
15,76,4316527.262470006
15,77,3996496.6429400085
15,78,3984692.212230007
15,79,3838115.2012950103
15,80,3933962.4123400045
15,81,3749039.690425006
15,82,3947087.274250009
15,83,3995150.8840650055
15,84,4152891.1943950085
15,85,4076910.9933700054
15,86,4100386.3084600084
15,87,4201476.101305006
15,88,4363850.28491001
15,89,4416944.171425006
15,90,4741037.154955009
15,91,4829843.086730005
15,92,4798990.783075007
15,93,4819059.791450006
15,94,4778860.219305005
15,95,5018350.720965007
15,96,5146359.420420005
15,97,5261128.631835007
15,98,5398897.069255005
15,99,5135753.696475009
15,100,4930603.104900007
