shortEMA,mediumEMA,netAsset
15,33,4732134.380225009
15,34,4760286.529420013
15,35,4720806.488070014
15,36,5063378.737960011
15,37,4988794.428590015
15,38,5075912.328475015
15,39,4994108.753675015
15,40,4870093.481595013
15,41,4658686.090600013
15,42,4783589.914305014
15,43,5186091.70482501
15,44,5256726.828715017
15,45,5256588.888315011
15,46,5351609.26277001
15,47,5143626.52336501
15,48,4892179.624855007
15,49,4879319.988860006
15,50,4814068.430555005
15,51,4969094.316365013
15,52,4909306.393620012
15,53,4914587.154925016
15,54,4943493.412720014
15,55,4878526.159085007
15,56,4973329.848350011
15,57,5314616.076415008
15,58,5310805.900060006
15,59,5042764.877170008
15,60,4962008.435380007
15,61,4866125.886305009
15,62,4782360.425545005
15,63,4818245.768230007
15,64,4369329.767575006
15,65,4046281.5586500056
15,66,4200760.054950006
15,67,4055126.1371550085
15,68,4022495.0361350095
15,69,4056194.1517300145
15,70,3952318.285515009
15,71,3807546.173300007
15,72,3914117.709735004
15,73,4078413.5920850076
15,74,4057511.6885750093
15,75,4045848.2837600047
15,76,3989795.661645005
15,77,3786772.287310007
15,78,3837234.526880011
15,79,4107232.2333900044
15,80,4048629.2129000095
15,81,3773746.724850007
15,82,3736807.535140008
15,83,3685319.891385008
15,84,3776758.316920015
15,85,3670543.1642700112
15,86,3602445.2454900085
15,87,3570242.189130009
15,88,3508484.089830005
15,89,3591383.6055450053
15,90,3632214.0749050076
15,91,3795148.981355004
15,92,4043209.891140006
15,93,4116910.9277950055
15,94,4264462.662720008
15,95,4232501.096795008
15,96,4197642.239130007
15,97,4137997.8639750085
15,98,4377643.924305008
15,99,4291002.03712001
15,100,4266201.499480005
