shortMA,mediumMA,longMA,netAsset
4,7,124,6508770.640775095
5,7,124,5444240.525230093
6,7,124,3382674.4242550707
7,7,124,1000000.0
8,7,124,910741.8583200282
1,8,124,4143467.675350089
2,8,124,7119832.895665117
3,8,124,8764472.045675132
4,8,124,7918244.5812901165
5,8,124,6107972.096535083
6,8,124,6993357.287330099
7,8,124,7040067.284250141
8,8,124,1000000.0
1,9,124,3954799.9522650815
2,9,124,7227835.856980111
3,9,124,8448256.926375119
4,9,124,9150298.014205102
5,9,124,6139493.370000081
6,9,124,6245187.254820086
7,9,124,6804495.663115084
8,9,124,5645335.252415088
1,10,124,4923648.040280097
2,10,124,7900413.187470128
3,10,124,8814717.292325115
4,10,124,9239454.9670401
5,10,124,7203879.972160092
6,10,124,6770636.382485083
7,10,124,6672524.725475076
8,10,124,6290674.959455094
1,11,124,4989688.729275089
2,11,124,8019365.3305551065
3,11,124,10562971.534975098
4,11,124,10337458.237755088
5,11,124,9239312.322385095
6,11,124,9032385.46524509
7,11,124,9460585.6133451
8,11,124,5407651.043220072
1,12,124,7937864.526550125
2,12,124,9547771.129250128
3,12,124,12729504.30210011
4,12,124,9516576.366835099
5,12,124,9864123.796410093
6,12,124,10838970.940080112
7,12,124,9238652.187880093
8,12,124,7230779.8848600825
1,13,124,8796777.454375139
2,13,124,10760916.518105125
3,13,124,13666750.14788512
4,13,124,9702547.2697851
5,13,124,10820359.595350083
6,13,124,9924140.12726009
7,13,124,7917488.69551009
8,13,124,6756939.68861509
1,14,124,9539888.81488015
2,14,124,11753823.41493013
3,14,124,11184770.102610083
4,14,124,8389900.090155073
5,14,124,7960945.772590066
6,14,124,10164844.333705096
7,14,124,7397463.546780084
8,14,124,6804801.054525072
1,15,124,11949511.950960157
2,15,124,11230342.900355116
3,15,124,9321004.902915087
4,15,124,8297424.066445099
5,15,124,9295875.498790085
6,15,124,9738427.193210071
7,15,124,8502872.64981508
8,15,124,7269907.338695059
1,16,124,12088764.238035161
2,16,124,10218566.26142011
3,16,124,11937381.590810116
4,16,124,9480181.5598951
5,16,124,8715355.087325076
6,16,124,8634322.419030076
7,16,124,7648827.007255074
8,16,124,6233511.773505069
1,17,124,13035922.821265157
2,17,124,11280808.563290115
3,17,124,11903561.919040103
4,17,124,8821657.775655081
5,17,124,7625136.550740064
6,17,124,7277981.372020063
7,17,124,7013766.2292750655
8,17,124,6722198.528225065
1,18,124,11156003.649975121
2,18,124,10790886.244560111
3,18,124,11262720.783410108
4,18,124,6944631.41567006
5,18,124,8133624.940495071
6,18,124,8209682.732820075
7,18,124,7509598.396950061
8,18,124,6634373.5082950685
1,19,124,11700080.252275152
2,19,124,11593868.207520112
3,19,124,10771947.867550084
4,19,124,7977084.362560078
5,19,124,8947173.001720078
6,19,124,8008291.961200063
7,19,124,8023074.486865064
8,19,124,7985962.804705059
1,20,124,10648271.041265119
2,20,124,11936785.938890094
3,20,124,9888833.47373509
4,20,124,7787659.452235075
5,20,124,9432550.734950082
6,20,124,7196022.006030056
7,20,124,7651604.152365068
8,20,124,7859698.597065059
1,21,124,9229223.241075113
2,21,124,10480434.69370011
3,21,124,9193381.16443509
4,21,124,7709948.116505063
5,21,124,9192526.411830055
6,21,124,7138443.849135059
7,21,124,8304215.202325058
8,21,124,7844766.027010046
1,5,125,2931980.7544600745
2,5,125,6145840.335130119
3,5,125,7387197.952035148
4,5,125,10325405.698655209
5,5,125,1000000.0
6,5,125,779758.0222200284
7,5,125,1233122.6569350287
8,5,125,1163535.378110028
1,6,125,4779562.656160105
2,6,125,7057085.779060138
3,6,125,9035172.205445156
4,6,125,7491153.132595137
5,6,125,7796869.401515154
6,6,125,1000000.0
7,6,125,1788984.080010045
8,6,125,968680.8112550224
1,7,125,4536337.132640085
2,7,125,6766254.85955011
3,7,125,8556739.634360122
4,7,125,6588677.168255091
5,7,125,5480941.915510094
6,7,125,3484816.6548400754
7,7,125,1000000.0
8,7,125,907179.1869450266
1,8,125,4114142.3599950997
2,8,125,7168329.831115108
3,8,125,8945003.658975134
4,8,125,7971206.722680107
5,8,125,6149231.946840081
6,8,125,7207068.941570097
7,8,125,7029972.265840132
8,8,125,1000000.0
1,9,125,3927655.1093250806
2,9,125,7276249.676675107
3,9,125,8507076.299585115
4,9,125,9127101.4166651
5,9,125,6326687.959330079
6,9,125,6237102.9405900845
7,9,125,6724319.953510084
8,9,125,5497963.105910091
1,10,125,4843653.742140099
2,10,125,7879966.792215137
3,10,125,8801524.678625097
4,10,125,9435829.547265103
5,10,125,7194770.847035096
6,10,125,6699239.73793508
7,10,125,6595027.62028508
8,10,125,6157945.939240076
1,11,125,4909011.994545095
2,11,125,7999463.457115113
3,11,125,10546742.039365098
4,11,125,10322039.282860104
5,11,125,8931330.791560093
6,11,125,8936703.039610099
7,11,125,9222693.9013401
8,11,125,5177115.786655074
1,12,125,7810209.637375128
2,12,125,9523071.316720117
3,12,125,12711510.014130106
4,12,125,9503060.166995097
5,12,125,9536667.291015103
6,12,125,10712362.051580105
7,12,125,8997599.840470098
8,12,125,6923028.604455083
1,13,125,8602660.738905132
2,13,125,10733067.172230102
3,13,125,13644303.335870124
4,13,125,9688217.013265086
5,13,125,10467716.523405096
6,13,125,9809752.6021251
7,13,125,7710549.07860009
8,13,125,6435557.123310076
1,14,125,9327142.04291015
2,14,125,11654298.818880124
3,14,125,11168932.344840102
4,14,125,8377784.948940084
5,14,125,7694790.552590074
6,14,125,9817429.764215082
7,14,125,7046053.95345008
8,14,125,6487534.620790059
1,15,125,11685624.52574517
2,15,125,11135317.139590122
3,15,125,9297262.033445073
4,15,125,8276899.136730084
5,15,125,8985561.47435008
6,15,125,9403788.16331507
7,15,125,8098929.994880086
8,15,125,6931043.80650506
1,16,125,11820772.722600158
2,16,125,10131531.04891011
3,16,125,11848364.8644501
4,16,125,9408331.650885105
5,16,125,8425247.796045082
6,16,125,8338198.206615068
7,16,125,7292192.822860059
8,16,125,5942913.682085063
1,17,125,12747156.358205149
2,17,125,11183895.101610119
3,17,125,11814829.530715099
4,17,125,8525530.636550069
5,17,125,7371051.769745058
6,17,125,7035769.388445061
7,17,125,6687980.676115064
8,17,125,6408551.699340064
1,18,125,10908459.714635132
2,18,125,10698635.219140112
3,18,125,11234873.989895087
4,18,125,6712071.716630077
5,18,125,7854922.1997550735
6,18,125,7826085.385250055
7,18,125,7159827.920495058
8,18,125,6323959.919265051
1,19,125,11441049.850395137
2,19,125,11336535.945195105
3,19,125,10745399.052225087
4,19,125,7702120.507815073
5,19,125,8530159.146720076
6,19,125,7635532.950045048
7,19,125,7649278.221315071
8,19,125,7615010.6410050625
1,20,125,10412142.289470121
2,20,125,11674319.195405105
3,20,125,9864029.383490073
4,20,125,7417113.73981007
5,20,125,8992651.93745508
6,20,125,6861929.748825064
7,20,125,7295027.480265063
8,20,125,7493351.793445058
1,21,125,9027366.9371551
2,21,125,10249958.565080103
3,21,125,9151520.58192509
4,21,125,7343022.91484507
5,21,125,8763861.261580072
6,21,125,6807152.738370069
7,21,125,7920943.383420059
8,21,125,7480204.50536005
1,5,126,2959992.2098150807
2,5,126,6207185.95993012
3,5,126,7461163.720065151
4,5,126,10430387.556050183
5,5,126,1000000.0
6,5,126,746176.1754450278
7,5,126,1180404.170045028
8,5,126,1113912.7950750268
1,6,126,4828003.914465109
2,6,126,7127917.695930127
3,6,126,9043253.671735153
4,6,126,7486543.302020119
5,6,126,7831356.187195163
6,6,126,1000000.0
7,6,126,1711024.4027300451
8,6,126,920094.1285550224
1,7,126,4581830.567555096
2,7,126,6772301.950745103
3,7,126,8564738.087500121
4,7,126,6594965.956725082
5,7,126,5520542.873065094
6,7,126,3511495.234195082
7,7,126,1000000.0
8,7,126,873354.6446350268
1,8,126,4156177.071900097
2,8,126,7175734.7189201005
3,8,126,8954825.458230117
4,8,126,7979794.307975125
5,8,126,6192309.116940086
6,8,126,7308136.096920103
7,8,126,7043064.112900113
8,8,126,1000000.0
1,9,126,3966569.196585083
2,9,126,7284308.416115116
3,9,126,8515422.029565109
4,9,126,9192304.273870122
5,9,126,6371506.52551008
6,9,126,6280200.121380074
7,9,126,6773197.683920085
8,9,126,5547698.080940097
1,10,126,4891622.556850094
2,10,126,7887501.868115126
3,10,126,8809084.240070105
4,10,126,9501354.415395098
5,10,126,7245652.941875085
6,10,126,6746615.195225084
7,10,126,6642199.917125086
8,10,126,6213875.272260076
1,11,126,4913664.742680091
2,11,126,8007974.118570116
3,11,126,10557368.329420092
4,11,126,10395877.516505098
5,11,126,8993951.987555088
6,11,126,8999997.323340097
7,11,126,9306400.373155102
8,11,126,5223515.618545066
1,12,126,7817301.222770119
2,12,126,9533581.055150125
3,12,126,12722691.572955115
4,12,126,9570117.466970077
5,12,126,9602998.8231701
6,12,126,10810759.975645104
7,12,126,9078248.847880099
8,12,126,6985360.240060075
1,13,126,8611298.00987012
2,13,126,10742494.064430105
3,13,126,13658687.571940115
4,13,126,9758164.209985098
5,13,126,10544784.06544009
6,13,126,9878755.678870099
7,13,126,7779657.042980085
8,13,126,6198009.53323008
1,14,126,9336153.256600132
2,14,126,11666028.420360139
3,14,126,11177607.50612511
4,14,126,8438204.556575065
5,14,126,7749615.460230073
6,14,126,9887163.366060086
7,14,126,7096278.64743508
8,14,126,6236508.432375068
1,15,126,11698384.554045152
2,15,126,11145259.223805115
3,15,126,9305936.283545086
4,15,126,8334699.02559008
5,15,126,9048889.62543008
6,15,126,9470372.85842507
7,15,126,7785511.768160065
8,15,126,6655563.034165062
1,16,126,11833393.482060164
2,16,126,10141802.513545092
3,16,126,11859230.677130116
4,16,126,9473657.200180084
5,16,126,8484048.241945073
6,16,126,8397564.400485069
7,16,126,7002995.722810058
8,16,126,5708002.731330053
1,17,126,12759073.198575146
2,17,126,11195091.199135117
3,17,126,11825903.478370097
4,17,126,8585418.206420077
5,17,126,7423867.747690066
6,17,126,7078337.718355056
7,17,126,6422091.306120058
8,17,126,6168086.2998600565
1,18,126,10919456.930535115
2,18,126,10709183.192925112
3,18,126,11244129.857185094
4,18,126,6760160.969275067
5,18,126,7902909.392275065
6,18,126,7466350.8041800605
7,18,126,6882177.314905049
8,18,126,5995910.110130056
1,19,126,11452022.852715142
2,19,126,11346135.1136551
3,19,126,10821178.470005104
4,19,126,7756420.37514508
5,19,126,8524949.277930064
6,19,126,7297747.210750064
7,19,126,7305096.763005066
8,19,126,7220004.300760068
1,20,126,10423616.927575113
2,20,126,11756213.783415103
3,20,126,9934084.0259501
4,20,126,7469011.632735069
5,20,126,8988684.105230076
6,20,126,6553122.628225055
7,20,126,6968938.268605059
8,20,126,7104121.389665057
1,21,126,9090994.189145101
2,21,126,10320977.928795105
3,21,126,9214474.798150102
4,21,126,7386930.639380067
5,21,126,8362841.293660074
6,21,126,6500872.120140051
7,21,126,7507486.463225062
8,21,126,7090341.583320062
1,5,127,2902260.583230085
2,5,127,6085015.702790125
3,5,127,7290408.701120139
4,5,127,10068197.728315182
5,5,127,1000000.0
6,5,127,743284.4137250294
7,5,127,1188703.5824050275
8,5,127,1116358.267990024
1,6,127,4733446.251700106
2,6,127,6988147.100735124
3,6,127,8691549.014180154
4,6,127,7141731.9606951205
5,6,127,7395608.621120164
6,6,127,1000000.0
7,6,127,1714688.9234600423
8,6,127,921943.3290900214
1,7,127,4423470.9334651
2,7,127,6616924.033745109
3,7,127,8231312.895130113
4,7,127,6291791.432950086
5,7,127,5145723.234155098
6,7,127,3297666.6428750795
7,7,127,1000000.0
8,7,127,858939.2411950261
1,8,127,3963126.9078600924
2,8,127,6903420.5140251
3,8,127,8522401.33765511
4,8,127,7511416.607160115
5,8,127,5810523.100105074
6,8,127,6863991.821520094
7,8,127,6748327.787740132
8,8,127,1000000.0
1,9,127,3783648.4533750843
2,9,127,7007707.739660101
3,9,127,8102593.540370093
4,9,127,8654468.537275093
5,9,127,5979184.792885087
6,9,127,5899683.455105077
7,9,127,6361160.081965088
8,9,127,5211227.245995081
1,10,127,4653633.301460091
2,10,127,7588968.388515131
3,10,127,8275607.763810096
4,10,127,8925376.543100104
5,10,127,6804530.445045084
